CONVERSATION_ID,CONVERSATION_URL,START_DATE,CONVERSATION_STATUS,TAGS,CATEGORY,CUSTOMER_NAME,CUSTOMER_ID,CUSTOMER_EMAIL,CUSTOMER_PHONE_NUMBER,COUNTRY,ASSIGNEE_NAME,ASSIGN_TIMESTAMP,TEAM,PERSON_IN_CHARGE,BOT
3b712cf3-d041-462b-a54b-2bf0d3b32379,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=3b712cf3-d041-462b-a54b-2bf0d3b32379,2025-03-11 10:45:12,CLOSED,,,testvoice,8cdc3966-2fb2-4539-82e1-f145bf7b2db9,testvoice@gmail.vn,(+84) 123123123,Vietnam,,,,"Hiền Nguyễn, CellphoneS+",CellphoneS+
0b37a83b-c591-4d50-8ed7-1fe36197c9c9,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=0b37a83b-c591-4d50-8ed7-1fe36197c9c9,2025-03-11 04:33:46,CLOSED,,,Anonymous,26062ba6-318e-4572-afa2-a748ce185ba5,ewfw@fewwf.ewf,,Vietnam,,,,"Hiền Nguyễn, Genie",Genie
5e833abc-be56-4cdb-9be4-9c9f193536be,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=5e833abc-be56-4cdb-9be4-9c9f193536be,2025-03-10 18:35:01,CLOSED,,,Anonymous,0dba6521-0c46-419f-89ad-8692b59bb912,1741603870300@localhost,,Vietnam,,,,Genie,Genie
c5102c22-bc44-4ab6-bd30-390a82a0a9f3,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=c5102c22-bc44-4ab6-bd30-390a82a0a9f3,2025-03-10 18:23:36,CLOSED,,,Anonymous,0dba6521-0c46-419f-89ad-8692b59bb912,1741603870300@localhost,,Vietnam,,,,Genie,Genie
171e1206-5936-4402-9fab-0e49fd98db85,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=171e1206-5936-4402-9fab-0e49fd98db85,2025-03-10 18:20:05,CLOSED,,,Anonymous,0dba6521-0c46-419f-89ad-8692b59bb912,1741603870300@localhost,,Vietnam,,,,Genie,Genie
ecb8e2e8-c5b8-419b-9b57-cc641fcc49fa,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=ecb8e2e8-c5b8-419b-9b57-cc641fcc49fa,2025-03-10 18:18:12,CLOSED,,,匿名的,4447a396-78ed-4257-bc43-ac38c326bde9,1741605445134@localhost,,Vietnam,,,,[AI Team] Dumb bot,[AI Team] Dumb bot
6220d787-806c-4dba-a672-2c25aa4c1ec2,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=6220d787-806c-4dba-a672-2c25aa4c1ec2,2025-03-10 18:17:27,CLOSED,,,匿名的,4447a396-78ed-4257-bc43-ac38c326bde9,1741605445134@localhost,,Vietnam,,,,[AI Team] Dumb bot,[AI Team] Dumb bot
d68785d2-fc18-4bb0-a9f1-90c42cbb9d71,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=d68785d2-fc18-4bb0-a9f1-90c42cbb9d71,2025-03-10 18:08:58,CLOSED,,,Anonymous,0dba6521-0c46-419f-89ad-8692b59bb912,1741603870300@localhost,,Vietnam,,,,Genie,Genie
483b198d-4102-4019-9b86-8f3e81d7f879,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=483b198d-4102-4019-9b86-8f3e81d7f879,2025-03-10 18:03:14,CLOSED,,,Anonymous,f6c3b92d-c761-497e-a641-b0a4ab40b35d,1741603893195@localhost,,Vietnam,,,,[AI Team] Dumb bot,[AI Team] Dumb bot
98a717d4-2fbe-40f0-a92a-56c12ec85a8b,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=98a717d4-2fbe-40f0-a92a-56c12ec85a8b,2025-03-10 18:00:13,CLOSED,,,Anonymous,f6c3b92d-c761-497e-a641-b0a4ab40b35d,1741603893195@localhost,,Vietnam,,,,[AI Team] Dumb bot,[AI Team] Dumb bot
c1135c36-4ff3-434b-bada-551a093796cb,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=c1135c36-4ff3-434b-bada-551a093796cb,2025-03-10 17:59:23,CLOSED,,,Anonymous,f6c3b92d-c761-497e-a641-b0a4ab40b35d,1741603893195@localhost,,Vietnam,,,,[AI Team] Dumb bot,[AI Team] Dumb bot
bffc6bfa-9760-4437-a2dc-79b215916d95,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=bffc6bfa-9760-4437-a2dc-79b215916d95,2025-03-10 17:56:27,CLOSED,,,Anonymous,0dba6521-0c46-419f-89ad-8692b59bb912,1741603870300@localhost,,Vietnam,,,Testing team,Genie,Genie
8baa6403-b3df-452e-a7ca-f4928c3c5b1a,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=8baa6403-b3df-452e-a7ca-f4928c3c5b1a,2025-03-10 17:51:35,CLOSED,,,Anonymous,f6c3b92d-c761-497e-a641-b0a4ab40b35d,1741603893195@localhost,,Vietnam,,,,[AI Team] Dumb bot,[AI Team] Dumb bot
0eb5a708-22a7-48b7-bbda-29f4c6060fa3,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=0eb5a708-22a7-48b7-bbda-29f4c6060fa3,2025-03-10 17:51:14,CLOSED,,,Anonymous,0dba6521-0c46-419f-89ad-8692b59bb912,1741603870300@localhost,,Vietnam,,,Testing team,Genie,Genie
a706a1fb-8892-41a4-95bc-459c8b4f693d,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=a706a1fb-8892-41a4-95bc-459c8b4f693d,2025-03-10 17:16:48,CLOSED,,,Anonymous,819cd757-96a0-4447-b060-3826c9ddafec,1741601806502@localhost,,Vietnam,,,,"Hiền Nguyễn, [MTR] VNExpress QnA",[MTR] VNExpress QnA
ff9fe2df-561c-4c02-bace-8588ebcdb4af,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=ff9fe2df-561c-4c02-bace-8588ebcdb4af,2025-03-10 17:09:55,CLOSED,,,Anonymous,b3c379ca-14e9-4361-813d-da7d4d7951c8,1741601393296@localhost:3000,,Vietnam,,,,"Hiền Nguyễn, [MTR] VNExpress QnA",[MTR] VNExpress QnA
4ea1a1b9-6edd-49fc-8202-7a4125fef7ad,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=4ea1a1b9-6edd-49fc-8202-7a4125fef7ad,2025-03-10 17:01:32,CLOSED,"Các tệp khách hàng, Khách quen",,匿名的,5f01f048-1598-4bf8-b7d0-180377e9f56f,1741600891585@staging-chat.cxgenie.ai,,Vietnam,,,,[AI Team] Dumb bot,[AI Team] Dumb bot
922d74bb-0cb6-4f99-89ec-d09f00dee067,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=922d74bb-0cb6-4f99-89ec-d09f00dee067,2025-03-10 17:01:09,CLOSED,,,匿名的,840e1671-07d5-4706-bbaa-2292c3d3fba6,1741600868163@staging-chat.cxgenie.ai,,Vietnam,,,,[AI Team] Dumb bot,[AI Team] Dumb bot
9df67589-ab72-438e-a5a1-70b815fe3ca9,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=9df67589-ab72-438e-a5a1-70b815fe3ca9,2025-03-10 16:52:12,CLOSED,,,Anonymous,27d98633-c867-4991-ba35-eaac195f811b,1741600330253@localhost,,Vietnam,,,,"Hiền Nguyễn, Le Quyen, [MTR] VNExpress QnA",[MTR] VNExpress QnA
ebfaf413-e039-4dd8-bec9-b5056d42a37c,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=ebfaf413-e039-4dd8-bec9-b5056d42a37c,2025-03-10 16:50:11,CLOSED,,,Anonymous,962b6680-04d7-4f3c-ad6e-79f327843ea2,1741600210601@staging-chat.cxgenie.ai,,Vietnam,,,,"Punnyer, Genie",Genie
1f5f8d1d-a887-4274-9673-916d2a86d21b,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=1f5f8d1d-a887-4274-9673-916d2a86d21b,2025-03-10 16:49:27,CLOSED,,,Anonymous,5c60e5cd-9c56-40ad-bb3f-277d8d49fecf,1741600165005@staging-chat.cxgenie.ai,,Vietnam,,,,"Hiền Nguyễn, [MTR] VNExpress QnA",[MTR] VNExpress QnA
d17bad79-6a88-4e93-ac90-c78548bbc104,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=d17bad79-6a88-4e93-ac90-c78548bbc104,2025-03-10 14:05:34,CLOSED,,,Anonymous,f5b8be77-3370-4d25-8962-37bfd5ef0c53,1741590333229@localhost:3000,,Vietnam,,,,"Hiền Nguyễn, [MTR] VNExpress QnA",[MTR] VNExpress QnA
39c00984-fc2f-4076-8d6a-36ba77e11658,http://localhost:3000/workspaces/1e000efd-7ea3-4412-a2c0-087464ae5a47/help-desk?session_id=39c00984-fc2f-4076-8d6a-36ba77e11658,2025-03-10 12:36:59,CLOSED,,,132123,3f8e8ebb-5293-481b-a9ac-49480d2163e0,nlkhang123@gmail.com,,Vietnam,Le Quyen,2025-03-10T09:10:50.712Z,Judy Team,"Hiền Nguyễn, Testing refactor live chat",Testing refactor live chat
